id,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
3399,0,0,1,0,0,0,1,0,1,16,225000.0,53.67940477901668,0.0,Pensioner,Higher education,Separated,House / apartment,Other,0
3400,1,1,0,1,1,0,0,0,2,39,157500.0,53.03325872536739,6.598355886842303,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
3401,0,0,1,0,1,0,0,0,2,16,112500.0,48.37607890647994,18.04828299006824,Working,Secondary / secondary special,Married,House / apartment,Accountants,0
3402,0,0,1,0,0,0,0,0,1,39,135000.0,41.1671697570792,9.141871496334629,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
3403,0,0,1,0,0,0,0,0,1,10,292500.0,41.89819092794513,0.2956939567547588,Working,Higher education,Single / not married,House / apartment,Other,0
3404,1,1,1,0,0,0,0,1,3,35,180000.0,31.51604755744471,10.42047406859826,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
3405,0,0,0,0,0,0,0,0,1,15,67500.0,53.01683128332546,6.95154589074382,Working,Secondary / secondary special,Widow,House / apartment,Cooking staff,0
3406,1,0,0,0,0,0,0,0,1,24,315000.0,24.49331608451919,2.373765375059036,Working,Secondary / secondary special,Single / not married,House / apartment,Managers,0
3407,0,0,1,0,0,0,0,0,2,51,162000.0,60.05325229128592,9.516964756292053,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0
3408,1,1,1,0,0,0,1,0,2,24,90000.0,67.14169353237916,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
3409,1,1,1,0,0,0,0,0,2,44,292500.0,34.7111850346003,6.483363792548786,State servant,Higher education,Married,House / apartment,High skill tech staff,0
3410,1,1,0,0,0,0,0,0,1,25,225000.0,29.750097537937123,1.7413088564446908,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,0
3411,1,0,1,0,0,0,0,0,1,11,144000.0,23.79788770474411,1.2950300143055642,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
3412,0,0,1,0,0,0,0,0,2,9,315000.0,48.299417510284265,6.877622401555131,Commercial associate,Incomplete higher,Married,House / apartment,Realty agents,1
3413,1,1,0,0,0,1,0,0,2,2,247500.0,46.74976214432877,4.969301217684142,Working,Higher education,Married,Municipal apartment,Security staff,0
3414,1,1,1,0,0,0,0,2,4,4,225000.0,53.271456634975394,6.590142165821338,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
3415,0,0,0,0,1,0,1,0,2,8,135000.0,63.12518395312703,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
3416,1,1,1,0,1,0,0,2,4,35,202500.0,30.478380801796067,2.5106607254084614,Working,Higher education,Married,House / apartment,Laborers,1
3417,0,0,0,0,0,0,0,1,3,31,135000.0,48.482857279752494,4.301251907978945,Working,Secondary / secondary special,Married,House / apartment,Other,0
3418,1,1,0,0,1,0,0,0,2,5,112500.0,36.8549662210723,1.7851153685565069,Commercial associate,Higher education,Married,With parents,Core staff,0
3419,1,0,0,0,1,0,0,0,2,29,270000.0,30.095073820817674,8.388947069412787,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
3420,0,0,1,0,0,0,0,0,2,23,135000.0,48.94556356393355,5.092507032998624,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
3421,1,1,0,0,1,0,0,2,4,29,292500.0,35.29709713409584,4.71467586603421,Commercial associate,Higher education,Married,House / apartment,Managers,0
3422,0,0,0,0,0,0,0,0,2,16,135000.0,48.48833309376647,10.551893604933708,Working,Secondary / secondary special,Married,House / apartment,Other,0
3423,1,1,0,0,0,0,0,1,3,45,225000.0,36.08287644510154,8.487511721664374,State servant,Higher education,Married,House / apartment,Managers,0
3424,0,0,1,1,1,0,0,0,2,8,81000.0,52.129749413061184,2.929560497477703,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
3425,1,0,1,0,0,0,1,0,2,11,121500.0,58.61858901962395,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
3426,1,0,1,0,0,0,0,1,3,14,112500.0,50.36106148654661,14.113910621025756,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
3427,1,1,1,0,1,0,0,2,4,52,270000.0,41.14252859401631,3.488093526903359,Commercial associate,Incomplete higher,Married,House / apartment,Managers,0
3428,0,0,1,0,0,0,1,0,2,21,94500.0,59.87255042882468,0.0,Pensioner,Lower secondary,Married,House / apartment,Other,0
3429,1,1,0,0,1,0,0,0,2,16,675000.0,49.627302408673685,2.595535842625105,Commercial associate,Higher education,Married,House / apartment,Managers,0
3430,0,0,1,0,0,0,0,0,2,26,103500.0,49.93942380747038,4.794075169236876,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
3431,0,1,1,0,1,0,0,0,2,47,171000.0,58.13397947938698,14.300088297500976,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
3432,1,1,0,0,0,0,0,0,2,6,261000.0,30.43731219669124,7.326639150701246,State servant,Higher education,Married,Municipal apartment,Core staff,0
3433,0,1,1,1,1,0,0,2,3,11,225000.0,29.79390405004894,11.29660431083458,Working,Secondary / secondary special,Widow,House / apartment,Managers,0
3434,0,0,1,0,0,0,0,0,2,2,67500.0,50.09274659986173,12.049528737756422,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0
3435,1,0,1,0,1,0,1,0,2,27,157500.0,60.808914625214754,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
3436,1,1,0,1,1,0,0,0,2,37,202500.0,31.891140817402132,11.70455245487587,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0
3437,1,0,1,0,0,0,1,0,1,45,225000.0,62.80484883330938,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,1
3438,0,0,0,1,1,1,0,0,2,6,135000.0,33.555788277651146,11.036503145170672,Commercial associate,Higher education,Married,House / apartment,Core staff,0
3439,1,1,1,1,0,0,0,0,2,44,225000.0,27.4694210011157,5.681157039501153,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
3440,0,0,0,1,0,0,0,0,2,49,135000.0,29.22715729960232,3.515472596973244,Working,Higher education,Married,House / apartment,Core staff,0
3441,0,1,1,0,0,0,0,0,1,51,166500.0,33.77755874521722,11.605987802624284,Commercial associate,Higher education,Single / not married,House / apartment,Managers,0
3442,1,1,1,0,0,0,0,0,2,18,225000.0,57.197615282996914,1.1307555938862537,Working,Higher education,Married,House / apartment,Security staff,0
3443,1,1,1,0,0,0,0,0,2,3,180000.0,53.21943640184261,14.54923783513693,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
3444,0,0,0,0,0,0,1,0,2,23,112500.0,58.36122576096703,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
3445,0,0,1,0,0,0,0,0,1,50,112500.0,54.96348316529429,1.8398735086962767,State servant,Secondary / secondary special,Widow,House / apartment,Medicine staff,0
3446,1,0,1,0,0,0,0,0,2,9,135000.0,24.476888642477256,1.552393272962484,Working,Secondary / secondary special,Civil marriage,House / apartment,Low-skill Laborers,1
3447,0,1,1,0,1,0,0,1,3,15,157500.0,37.86251599964408,8.892721958698672,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
3448,1,1,0,0,1,0,0,2,4,15,292500.0,40.165095792521406,19.047619047619047,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
3449,1,0,1,0,0,0,0,1,2,16,121500.0,34.11432130707681,12.339746880497204,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
3450,0,0,0,1,0,0,0,1,3,50,112500.0,32.726202454533635,13.982491084690308,Working,Secondary / secondary special,Married,House / apartment,Other,0
3451,0,0,1,0,0,0,1,0,2,21,99000.0,65.29634420966892,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
3452,1,1,1,0,1,0,0,0,2,38,135000.0,29.125854740343744,1.3059816423335182,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
3453,0,0,1,0,0,0,1,0,2,26,81000.0,60.14360322251655,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
3454,1,1,1,1,0,0,0,0,2,22,450000.0,60.05599019829291,11.203515472596973,Working,Secondary / secondary special,Married,House / apartment,Other,1
3455,0,1,1,0,0,0,0,0,2,40,360450.0,51.62049870976132,23.29685072246521,State servant,Secondary / secondary special,Married,House / apartment,Other,0
3456,0,0,1,0,1,0,0,0,2,26,112500.0,37.32588622627432,15.934618780673114,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
3457,0,0,1,0,0,0,0,0,1,2,157500.0,45.35342957076463,7.605905665414074,Commercial associate,Secondary / secondary special,Widow,House / apartment,Private service staff,0
3458,0,0,0,0,1,0,0,0,2,50,99000.0,28.482446593701443,6.009705880339774,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
3459,0,0,1,0,0,0,1,0,1,16,63000.0,64.07523768455204,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
3460,0,1,1,0,1,0,0,1,3,27,135000.0,25.166841208238363,3.581182365140968,Working,Higher education,Married,House / apartment,High skill tech staff,0
3461,0,0,1,0,1,0,0,0,2,27,247500.0,52.59519360424923,9.095327077215822,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
3462,0,0,1,0,0,0,0,1,3,38,157500.0,32.74810571058954,5.8344798318925095,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
3463,1,1,1,0,1,0,0,0,2,19,180000.0,38.5223515883283,0.572222564460598,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
3464,1,1,1,0,0,0,1,0,1,11,225000.0,56.64455806758524,0.0,Pensioner,Higher education,Separated,House / apartment,Other,0
3465,1,1,1,0,1,0,0,0,2,48,225000.0,44.041972114417135,0.8761302422363224,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
3466,0,1,1,0,0,0,0,1,3,20,157500.0,38.93303763937658,1.3634776894802767,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
3467,0,0,1,0,0,0,1,0,1,60,135000.0,66.36412794239443,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,1
3468,0,0,1,1,1,0,0,0,2,9,103500.0,61.50981881900381,35.23686317994209,Working,Secondary / secondary special,Married,House / apartment,Managers,0
3469,0,1,1,0,0,1,0,2,4,33,337500.0,37.89810879073492,0.5913879135095177,Commercial associate,Higher education,Married,House / apartment,Core staff,0
3470,0,0,1,0,0,0,1,0,2,21,180000.0,58.78286344004326,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
3471,0,1,1,0,0,0,0,0,2,14,180000.0,38.694839729768574,10.431425696626214,Commercial associate,Higher education,Civil marriage,House / apartment,Sales staff,0
3472,0,0,1,0,1,0,1,0,1,56,202500.0,61.92324277705907,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
3473,0,0,1,0,1,0,0,2,4,54,202500.0,37.77490297542044,8.922838935775546,Working,Higher education,Married,House / apartment,High skill tech staff,0
3474,1,1,0,0,0,0,0,1,3,19,405000.0,38.7851906609992,6.581928444800372,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
3475,0,0,1,0,0,0,1,0,1,38,135000.0,66.5393539908417,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
3476,0,1,1,0,0,0,0,1,3,43,90000.0,46.09266446265153,6.510742862618671,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
3477,0,0,1,1,0,0,0,0,2,24,121500.0,43.61485862132693,10.261675462192926,Working,Higher education,Married,House / apartment,Laborers,1
3478,1,0,0,0,0,0,0,1,3,42,225000.0,51.95452336461392,1.8836800208080933,Commercial associate,Higher education,Married,Municipal apartment,Cooking staff,0
3479,1,0,0,1,1,0,0,1,3,16,112500.0,24.21131166279937,1.3552639684593113,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
3480,0,0,1,1,1,0,0,1,3,33,135000.0,46.50608842070679,25.17505492925933,State servant,Higher education,Civil marriage,House / apartment,Core staff,1
3481,0,1,1,0,0,1,0,0,1,23,112500.0,32.03077407475855,2.51339863241545,Working,Higher education,Single / not married,House / apartment,Other,0
3482,1,0,1,0,0,0,0,0,1,5,135000.0,22.41250675920792,1.634530483172139,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
3483,1,1,1,0,0,0,0,1,3,32,103500.0,44.84965468147874,0.5065127962928739,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
3484,0,0,1,0,0,1,0,0,1,1,180000.0,55.78759317439783,12.101548970889205,State servant,Higher education,Separated,House / apartment,Core staff,0
3485,0,0,1,0,1,0,0,1,3,12,157500.0,42.34446977008426,6.212310998856924,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Low-skill Laborers,1
3486,1,1,1,1,1,0,0,0,2,12,117000.0,52.44187081185788,21.38579163158723,Working,Secondary / secondary special,Married,House / apartment,Other,0
3487,1,1,0,0,0,0,0,0,2,14,90000.0,62.331190921100365,0.6215048905863912,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,0
3488,1,1,1,0,1,0,0,0,2,20,202500.0,39.24242113116628,0.2601011656639082,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
3489,1,1,0,1,0,0,0,0,2,3,207000.0,31.915781980465034,1.7878532755634955,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
3490,0,0,1,1,1,0,0,3,5,20,45000.0,42.54707488860141,22.177046756606916,Working,Secondary / secondary special,Married,House / apartment,Other,1
3491,0,0,1,0,0,0,1,0,2,42,155250.0,60.35442206205466,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
3492,1,1,1,0,0,0,0,0,2,30,360000.0,47.24806121960068,8.85986707461481,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
3493,0,0,1,0,0,0,0,0,2,36,135000.0,37.77490297542044,11.581346639561389,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,0
3494,0,1,0,1,0,0,0,0,2,28,148500.0,34.648213173439565,5.593544015277521,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,0
3495,1,1,1,0,1,0,0,0,2,12,270000.0,42.401965817231016,8.468346372615454,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
3496,0,1,0,0,0,0,0,0,2,27,112500.0,50.6019973031616,1.2074169900819318,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,1
3497,0,0,1,0,0,0,0,1,3,35,202500.0,39.1657597349706,10.5299903488778,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
3498,0,1,0,0,0,1,0,1,3,22,108000.0,43.0727530339432,0.2601011656639082,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
3499,0,1,0,1,1,0,0,0,2,13,180000.0,31.157381739529217,2.757072356037427,Working,Higher education,Married,With parents,Accountants,0
3500,1,1,1,0,1,0,0,0,2,31,450000.0,48.85247472569594,0.5530572154116785,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
3501,0,0,1,0,1,1,0,0,2,34,360000.0,50.07905706482679,0.5421055873837245,Commercial associate,Higher education,Married,House / apartment,Other,0
3502,1,0,0,0,0,0,0,0,1,16,135000.0,38.65377112466375,8.690116840181522,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
3503,0,1,1,0,0,0,0,0,2,8,225000.0,30.14435614694347,11.693600826847916,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
3504,1,1,1,0,0,0,0,0,2,10,225000.0,46.85927842460831,5.774245877738762,Commercial associate,Higher education,Married,House / apartment,Managers,0
3505,0,0,1,0,0,0,1,0,2,7,90000.0,60.16003066455848,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
3506,0,0,1,0,1,1,0,1,3,26,162000.0,34.69749549956536,3.3840530606377954,Working,Secondary / secondary special,Married,House / apartment,Other,0
3507,0,0,0,0,0,0,0,0,2,26,171000.0,27.55155821132535,2.5106607254084614,Commercial associate,Secondary / secondary special,Married,House / apartment,Private service staff,1
3508,0,0,1,1,1,0,0,0,2,23,94500.0,44.24731513994127,7.931716599245706,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
3509,1,0,0,0,0,0,0,0,1,7,225000.0,41.52857348200168,0.5475814013977015,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,0
3510,0,0,1,0,0,0,0,1,3,1,135000.0,27.89927240121289,0.7638760549497936,Working,Secondary / secondary special,Civil marriage,With parents,Other,0
3511,0,0,1,1,1,0,0,0,2,13,90000.0,45.81066004093171,8.391684976419775,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
3512,1,1,1,1,1,1,0,0,2,54,83250.0,56.37898108790735,17.057160653538403,Working,Secondary / secondary special,Married,House / apartment,Other,0
3513,1,0,1,0,0,0,0,1,3,45,90000.0,44.71002142412233,3.79747701869306,Working,Secondary / secondary special,Married,House / apartment,Other,0
3514,1,0,1,1,1,0,0,1,3,42,135000.0,37.73383437031561,8.301334045189154,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
3515,0,0,0,0,1,0,0,0,2,9,315000.0,40.64696742575138,2.7981409611422547,Commercial associate,Higher education,Married,House / apartment,Accountants,0
3516,1,0,1,0,0,0,1,0,2,7,157500.0,52.28307220545254,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
3517,0,1,1,0,0,0,0,0,2,54,238500.0,42.22673976878375,10.959841748974997,Working,Secondary / secondary special,Married,Rented apartment,Laborers,0
3518,0,0,1,0,0,0,0,0,2,53,135000.0,52.71292360554973,23.129838395038917,Working,Secondary / secondary special,Married,House / apartment,Other,0
3519,1,1,1,0,0,0,0,2,4,40,121500.0,30.09233591381069,1.7440467634516794,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
3520,0,0,1,0,0,1,0,0,2,7,787500.0,47.1002142412233,3.9179449270005535,State servant,Higher education,Married,House / apartment,Managers,0
3521,1,0,1,0,0,0,0,0,1,49,180000.0,34.20741014531441,2.6776730528347605,Commercial associate,Secondary / secondary special,Separated,House / apartment,Laborers,0
3522,0,0,1,0,0,0,1,0,1,50,225000.0,63.75490256473439,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,1
3523,1,1,1,0,1,0,1,0,2,26,292500.0,63.96298349726551,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
3524,1,0,0,0,1,0,0,0,2,19,247500.0,34.11432130707681,3.5346379460221637,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Drivers,0
3525,1,0,1,0,0,0,0,0,2,60,126000.0,43.72985071562045,2.8775402643449213,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
3526,1,1,1,1,1,0,0,0,2,2,315000.0,39.98986974407414,10.34381267240258,Commercial associate,Higher education,Married,House / apartment,Managers,0
3527,1,1,0,0,0,0,0,0,2,3,184500.0,49.31791891688399,3.3265570134910365,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,0
3528,0,1,1,0,0,0,0,0,2,47,157500.0,32.5181215220025,3.756408413588233,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,0
3529,1,0,0,1,1,0,0,1,1,18,180000.0,29.17513706646953,2.535301888471358,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
3530,1,0,1,0,1,1,0,0,1,15,148500.0,33.18069501769372,3.367625618595864,Working,Higher education,Separated,House / apartment,Managers,0
3531,1,0,1,0,0,0,0,0,2,42,315000.0,53.89843733957576,3.096572824904002,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
3532,0,0,1,0,0,0,1,0,1,59,180000.0,56.33791248280252,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
3533,0,0,1,1,0,0,0,2,4,41,90000.0,34.83712875692177,7.214384963414718,State servant,Secondary / secondary special,Civil marriage,House / apartment,Core staff,0
3534,0,0,1,0,0,0,0,0,2,43,157500.0,28.30448263824719,2.176636070555864,State servant,Incomplete higher,Civil marriage,House / apartment,Core staff,0
3535,0,0,1,0,0,1,0,0,2,25,202500.0,41.70106162344196,22.92997118352875,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
3536,1,1,1,0,1,0,0,1,3,25,180000.0,43.77365722773226,5.4593865719350845,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
3537,0,0,1,0,1,0,0,2,3,18,117000.0,28.449591709617582,0.8761302422363224,Working,Secondary / secondary special,Separated,House / apartment,Cooking staff,0
3538,0,0,0,1,1,0,0,0,2,28,90000.0,60.65011601880942,29.76104916596508,State servant,Secondary / secondary special,Married,House / apartment,Other,0
3539,1,1,1,0,0,0,0,0,2,30,157500.0,51.4124177772302,4.887164007474486,Working,Secondary / secondary special,Civil marriage,House / apartment,Other,0
3540,1,0,0,0,1,0,0,0,2,1,337500.0,37.32041041226034,6.948807983736832,Working,Higher education,Married,House / apartment,Other,0
3541,1,1,0,0,0,0,0,0,2,27,157500.0,47.67243680568389,1.0924248957884146,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
3542,0,1,0,1,1,1,0,1,3,5,405000.0,37.81049576651129,4.594207957726716,Working,Secondary / secondary special,Married,Rented apartment,Core staff,0
3543,1,1,0,0,0,0,0,3,5,2,112500.0,29.815807306104848,5.295112151515774,Working,Higher education,Married,House / apartment,Drivers,0
3544,0,0,1,0,0,0,0,1,3,40,202500.0,26.51662936268369,3.006221893673381,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
3545,1,1,1,0,1,1,0,2,4,56,225000.0,51.12219963448941,8.013853809455362,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
3546,1,1,1,0,0,0,1,0,2,39,157500.0,62.56391301669439,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
3547,0,0,1,0,1,0,0,1,3,56,157500.0,38.694839729768574,0.5065127962928739,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
3548,1,1,1,0,0,0,0,0,1,17,225000.0,22.84783397331909,2.1602086285139324,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
3549,0,1,1,0,0,0,0,1,3,11,382500.0,39.19861461905446,7.531982176225385,Working,Secondary / secondary special,Married,House / apartment,Managers,0
3550,0,1,1,0,1,0,0,0,2,40,103500.0,29.46261730220333,0.3449762828805519,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
3551,0,0,1,0,0,0,1,0,1,25,189000.0,57.10726435176629,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
3552,0,0,1,0,0,0,0,0,2,56,315000.0,51.96821289964886,8.104204740685983,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
3553,0,1,0,0,0,0,0,2,4,20,90000.0,38.24856088762945,0.7994688460406442,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
3554,0,0,0,1,0,0,0,0,2,17,261000.0,27.455731466080756,2.929560497477703,Commercial associate,Incomplete higher,Married,House / apartment,Other,0
3555,0,0,1,0,0,0,0,0,2,35,283500.0,49.16733403149962,1.7933290895774725,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
3556,0,1,1,0,0,1,0,0,2,4,270000.0,29.09847567027386,2.266987001786484,Working,Higher education,Married,House / apartment,Managers,0
3557,1,1,1,0,0,0,0,0,2,13,369000.0,46.49239888567185,3.4114321307076803,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
3558,0,0,0,0,1,0,1,0,2,33,180000.0,52.12427359904721,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
3559,1,1,1,0,0,0,0,0,1,5,112500.0,25.49539004907698,5.829004017878533,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,0
3560,1,1,1,0,0,0,0,0,2,10,382500.0,28.60017659500195,6.625734956912188,Working,Higher education,Married,House / apartment,Laborers,0
3561,1,1,1,0,1,0,0,0,1,13,540000.0,41.72022697249088,6.598355886842303,Commercial associate,Higher education,Single / not married,House / apartment,Other,0
3562,0,0,1,1,1,0,0,1,3,20,99000.0,33.92266781658761,5.262257267431911,Working,Incomplete higher,Married,House / apartment,Sales staff,1
3563,0,0,1,0,0,0,0,0,2,43,103500.0,36.934365524274966,3.102048638917979,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0
3564,0,1,1,0,1,0,1,0,2,2,301500.0,57.61651505506615,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
3565,0,0,1,0,0,0,0,1,3,4,157500.0,27.16825123034696,5.202023313278165,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0
3566,0,0,1,0,0,0,1,0,2,12,112500.0,56.97310690842385,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
3567,0,0,1,0,0,0,1,0,2,6,112500.0,60.33525671300574,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
3568,0,0,1,0,0,0,0,0,2,32,139500.0,47.23984749857971,0.6735251237191728,Commercial associate,Higher education,Civil marriage,House / apartment,Sales staff,0
3569,0,0,1,0,0,0,0,1,3,17,108000.0,38.40735949403479,8.97212126190134,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0
3570,0,0,1,0,1,0,0,0,2,0,225000.0,47.44519052410385,21.25984790926576,Working,Higher education,Married,House / apartment,Core staff,0
3571,1,1,1,0,1,0,0,0,1,12,378000.0,50.84293311977659,7.679829154602764,Commercial associate,Secondary / secondary special,Separated,House / apartment,Managers,0
3572,1,0,1,0,1,0,0,1,2,48,270000.0,37.164349712862,6.009705880339774,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,0
3573,0,0,1,0,0,0,1,0,1,51,202500.0,59.75208252051719,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
3574,0,0,1,0,1,0,0,0,1,19,135000.0,24.539860503637996,1.002073964557794,Working,Incomplete higher,Single / not married,Municipal apartment,Medicine staff,0
3575,0,0,1,1,1,0,0,0,2,10,180000.0,41.61892441323231,5.051438427893797,Working,Higher education,Married,House / apartment,Core staff,0
3576,0,0,1,0,0,0,1,0,1,10,90000.0,53.25229128592648,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
3577,0,0,1,0,1,0,1,0,2,14,157500.0,59.23461809619637,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
3578,0,0,0,0,0,0,0,2,4,31,225000.0,29.010862646050228,9.213057078516329,State servant,Higher education,Married,With parents,Core staff,0
3579,0,0,1,1,1,0,0,3,5,36,67500.0,45.70661957466614,1.128017686879265,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
3580,1,0,1,1,0,0,0,0,2,37,135000.0,56.499448996214845,36.84127668603736,Working,Secondary / secondary special,Married,House / apartment,Other,0
3581,0,0,1,0,1,0,1,0,2,34,76500.0,58.93071041842064,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
3582,0,0,1,0,0,0,0,1,3,39,112500.0,37.48742273968664,1.946651881968829,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
3583,0,1,1,0,1,0,1,0,2,47,225000.0,60.110748338432686,0.0,Pensioner,Higher education,Married,House / apartment,Other,1
3584,0,1,0,1,1,0,0,0,2,24,337500.0,46.76071377235672,1.8645146717591736,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
3585,1,0,0,1,1,1,0,0,1,3,360000.0,26.04844726448866,1.262175130221702,Commercial associate,Higher education,Single / not married,House / apartment,Waiters/barmen staff,0
3586,0,0,0,0,1,0,1,0,2,47,67500.0,62.42975557335195,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
3587,1,0,0,0,1,0,0,1,3,48,202500.0,40.60042300663258,1.875466299787128,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
